# Copyright (c) 2022 Jeremy Stanley <fungi@yuggoth.org>. Permission to
# use, copy, modify, and distribute this software is granted under terms
# provided in the LICENSE file distributed with this software.

added zone hkz000 (+4 options)
changed station azuh (+2 options)
changed station cahr (+3 options)
changed station cbar (+2 options)
changed station cerm (+3 options)
changed station cfox (+2 options)
changed station cmfm (+3 options)
changed station cmgb (+3 options)
changed station cpbt (+3 options)
changed station cpeh (+3 options)
changed station cpfi (+3 options)
changed station cpin (+2 options)
changed station cpir (+3 options)
changed station cpro (+3 options)
changed station cpry (+3 options)
changed station cpst (+3 options)
changed station cpsv (+3 options)
changed station ctck (+3 options)
changed station ctnk (+2 options)
changed station ctra (+3 options)
changed station cwbs (+2 options)
changed station cwbu (+2 options)
changed station cwtt (+3 options)
changed station cxaf (+3 options)
changed station cxag (+3 options)
changed station cxaj (+3 options)
changed station cxak (+3 options)
changed station cxat (+3 options)
changed station cxba (+3 options)
changed station cxbi (+3 options)
changed station cxbr (+2 options)
changed station cxbw (+3 options)
changed station cxca (+3 options)
changed station cxcd (+3 options)
changed station cxcp (+3 options)
changed station cxcs (+3 options)
changed station cxdb (+3 options)
changed station cxdk (+3 options)
changed station cxea (+3 options)
changed station cxet (+2 options)
changed station cxfm (+3 options)
changed station cxfr (+3 options)
changed station cxha (+3 options)
changed station cxhd (+3 options)
changed station cxhm (+3 options)
changed station cxhp (+3 options)
changed station cxhr (+3 options)
changed station cxib (+3 options)
changed station cxka (+3 options)
changed station cxke (+3 options)
changed station cxki (+2 options)
changed station cxkm (+3 options)
changed station cxlb (+3 options)
changed station cxmg (+3 options)
changed station cxmo (+3 options)
changed station cxnp (+3 options)
changed station cxol (+3 options)
changed station cxoy (+3 options)
changed station cxpa (+3 options)
changed station cxpc (+3 options)
changed station cxpl (+3 options)
changed station cxqt (+2 options)
changed station cxrb (+3 options)
changed station cxrl (+3 options)
changed station cxsc (+3 options)
changed station cxse (+3 options)
changed station cxsl (+3 options)
changed station cxsp (+3 options)
changed station cxtd (+3 options)
changed station cxth (+3 options)
changed station cxto (+2 options)
changed station cxvm (+3 options)
changed station cxvn (+3 options)
changed station cxvw (+3 options)
changed station cxwb (+3 options)
changed station cxwm (+3 options)
changed station cxyh (+3 options)
changed station cxzc (+3 options)
changed station cxzv (+2 options)
changed station czcr (+3 options)
changed station czdb (+2 options)
changed station czel (+3 options)
changed station czev (+3 options)
changed station czfs (+3 options)
changed station czhy (+3 options)
changed station czkd (+3 options)
changed station czmj (+3 options)
changed station czol (+3 options)
changed station czps (+3 options)
changed station czrp (+2 options)
changed station czsm (+3 options)
changed station czsp (+3 options)
changed station cztb (+3 options)
changed station czzj (+3 options)
changed station dnkt (+3 options)
changed station ehak (+3 options)
changed station ehfd (+3 options)
changed station ehfs (+3 options)
changed station ehja (+3 options)
changed station ehkv (+3 options)
changed station ehma (+3 options)
changed station ehmg (+3 options)
changed station ehpg (+3 options)
changed station ehqe (+3 options)
changed station enhm (+2 options)
changed station enle (+2 options)
changed station enne (+2 options)
changed station enqr (+2 options)
changed station ense (+2 options)
changed station ensf (+3 options)
changed station enug (+2 options)
changed station enun (+2 options)
changed station enwv (+2 options)
changed station eqay (+2 options)
changed station eqaz (+2 options)
changed station eqbk (+2 options)
changed station eqeo (+2 options)
changed station eqeu (+2 options)
changed station eqph (+2 options)
changed station eqya (+2 options)
changed station eqyb (+2 options)
changed station eqyc (+2 options)
changed station eqyd (+2 options)
changed station eqye (+2 options)
changed station eqyf (+2 options)
changed station eqyk (+3 options)
changed station eqyl (+2 options)
changed station eqyt (+2 options)
changed station eqyv (+2 options)
changed station fajb (+2 options)
changed station fbmp (+2 options)
changed station fdbb (+3 options)
changed station fdmy (+3 options)
changed station fdot (+3 options)
changed station fdpp (+3 options)
changed station hkgo (+2 options)
changed station htha (+2 options)
changed station htib (+2 options)
changed station htjn (+2 options)
changed station htsi (+2 options)
changed station huka (+2 options)
changed station k00u (+3 options)
changed station k05u (+3 options)
changed station k06c (+3 options)
changed station k0a0 (+3 options)
changed station k0co (+3 options)
changed station k0e0 (+3 options)
changed station k0j6 (+2 options)
changed station k18h (+2 options)
changed station k19s (+3 options)
changed station k1am (+2 options)
changed station k1an (+2 options)
changed station k1aw (+2 options)
changed station k1bn (+2 options)
changed station k1bw (+2 options)
changed station k1cm (+2 options)
changed station k1cn (+2 options)
changed station k1cw (+2 options)
changed station k1dm (+2 options)
changed station k1dn (+2 options)
changed station k1em (+2 options)
changed station k1ew (+2 options)
changed station k1fm (+2 options)
changed station k1fn (+2 options)
changed station k1gm (+2 options)
changed station k1gn (+2 options)
changed station k1gw (+2 options)
changed station k1hm (+2 options)
changed station k1hn (+2 options)
changed station k1hw (+2 options)
changed station k1im (+2 options)
changed station k1in (+2 options)
changed station k1iw (+2 options)
changed station k1jm (+2 options)
changed station k1jn (+2 options)
changed station k1jw (+2 options)
changed station k1k1 (+3 options)
changed station k1km (+2 options)
changed station k1kn (+2 options)
changed station k1ln (+2 options)
changed station k1mn (+2 options)
changed station k1mw (+2 options)
changed station k1nn (+2 options)
changed station k1nw (+2 options)
changed station k1om (+2 options)
changed station k1on (+2 options)
